hts8,brief_description
98100005,"Drawings, engravings, etchings and similar articles bound or unbound, and exposed photographic films for use of religious institutions"
98100010,"Painted, colored or stained glass windows and parts valued over $161 per square meter, by a professional artist, for religious institutions"
98100015,Regalia for the use of religious institutions
98100020,"Handwoven fabrics, to be used by religious institutions in making religious vestments for its own use or sale"
98100025,"Altars, pulpits, communion tables, fonts, mosaics, shrines and similar articles for use of religious institutions"
98100030,"Drawings and plans, reproductions, engravings, globes, sound recordings and similar articles for use of public institutions"
98100035,"Symbols, arithmetical materials, printed matter, shapes, figures, models and other classroom materials for the instruction of children"
98100040,"Sculptures and statuary for use of any public or nonprofit institutions for educational, scientific, philosophical or fine arts purposes"
98100045,"Regalia for use of any public or nonprofit institution for educational, scientific, literary, philosophical or fine arts purposes"
98100050,"Any textile machine or machinery, or part thereof, solely for the instruction of students in any public or nonprofit institutions"
98100055,Patterns and models exclusively for exhibition or educational use at any public or nonprofit institution
98100060,"Instruments and apparatus, not manufactured in the U.S., to be used in nonprofit institutions for educational or scientific purposes"
98100065,Repair components for instruments or apparatus admitted under heading 98100060
98100067,"Tools specially designed for maintenance, etc. of instruments and apparatus of subheading 9810.00.60"
98100070,Wild animals (including birds and fish) imported for use or sale for use in any scientific public collection for exhibition
98100075,Lifeboats and life-saving apparatus for lifesaving institutions
98100080,"Radiation apparatus (including parts or accessories) for nonprofit institutions for educational, scientific or therapeutic purposes"
98100085,Cellulosic plastics materials for use in artificial kidney machine by a hospital or by a patient pursuant to prescription of a physician
98100090,"Prayer shawls, bags for the keeping of prayer shawls, and headwear of a kind used for public or private religious observances"
98100095,"Scrolls or tablets of wood or paper, commonly known as Gohonzon, imported for use in public or private religious observances"
98110020,"Alcoholic bev. samples (each containing <or=n 300 ml if a malt be., <or= 150 ml if wine & <or= 100 ml if other) for use in soliciting orders"
98110040,"Samples of tobacco products, etc. (limited to 3 cigars, cigarettes, cig. tubes or papers, 3.5 gm tobacco or snuff), for soliciting orders"
98110060,"Any sample (except 9811.00.20 or 9811.00.40), valued n/over $1 each, or marked, torn, or otherwise unsuitable for sale, for soliciting order"
98120020,"Articles imported by certain organizations, only for exhibition to encourage agriculture, arts, education or science"
98120040,"Articles imported by any institution, society or state, or for a municipal corporation, for the purpose of erecting a public monument"
98130005,"Articles to be repaired, altered or processed (including processes which result in articles manufactured or produced in the United States)"
98130010,Models of women's wearing apparel imported by manufacturers for use solely as models in their own establishments
98130015,"Art. imp. by illustrators and photographers for use as models in their establishments, in illustrating of catalogues or advertising matters"
98130020,Samples solely for use in taking orders for merchandise
98130025,"Articles for examination w/view to reproduction, or for such examination and reproduction; and motion-picture advertising films"
98130030,"Articles intended  for testing, experimental or review purposes, incl. spec., photos and similar articles for use in experiments or for stud"
98130035,"Automobiles, and other vehicles and craft, and the usual equip.; all temporarily imported by nonresidents for races or other specific contes"
98130040,"Locomotives and other railroad equipment temporarily imported for use in clearing obstructions, fighting fire, making emergency repairs, etc"
98130045,"Containers for compressed gases, & containers, etc. for use for covering or holding merchandise during transportation and suitable for reuse"
98130050,"Professional equip., tools of trade, & repair components for such and camping equipment; imported by nonresidents sojourning temp. in U.S."
98130055,Articles of special design for temporary use exclusively in connection with the manufacture or production of articles for export
98130060,"Animals and poultry brought into the U.S. for the purpose of breeding, exhibition or competition for prizes, and the usual equipment therefo"
98130070,"Art, engravings, photos & philo./scien. appar. imported by artist, lecturer or scientist for exhib. or promotion of art, science & industry"
98130075,"Automobiles, chassis, bodies, cutaway portions of such,  and parts for such, finished, unfinished or cutaway, intended for show purposes"
98140050,"Tea, tea waste, and tea siftings and sweepings, for manufacturing of chemical products"
98150020,"Products of American fisheries which have not been landed in a foreign country, or landed solely for transshipment"
98150040,"Fish (except cod, cusk, haddock, hake, mackerel, pollock and swordfish) landed abroad only for evisceration and/or chilling or freezing"
98150060,"Products of American fisheries, prepared or preserved by American fishery on treaty coasts of Labrador, Magdalen Isles or Newfoundland"
98160020,"Articles for personal or household use, or as gifts,  valued not over $1,000, accompanying a person, arriving in the U.S."
98160040,"Articles for personal or household use, or as gifts,  valued not over $1,000, accompanying a person arriving from an insular possessions"
98170020,Monofilament gill nets or sections or parts of nets to be used for fish sampling
98170030,Nets (incl. section or parts) to be used in taking wild birds under license issued by an appropriate Federal or State government authority
98170040,"Visual or auditory material of educational, scientific or cultural character (except toy models) per U.S. note 1(a) of subchapter XVII"
98170042,"Holograms; microfilm, microfiche, etc.; the foregoing if defined as visual or auditory materials"
98170044,Motion picture films if defined as visual or auditory materials
98170046,"Sound, sound+visual, and magnetic recordings; video discs, tapes, etc.; the foregoing if defined as visual or auditory materials"
98170048,"Various specific articles and kits used generally as aids to learning or instruction, if defined as visual or auditory materials"
98170050,"Machinery, equipment and implements to be used for agricultural or horticultural purposes"
98170060,"Parts to be used in articles provided for in headings 8432, 8433, 8434, and 8436"
98170070,"Animals, game, imported to be liberated in the United States for stocking purposes"
98170080,"Articles of copper to be used in remanufacture by melting, or by shredding, shearing, etc. rendering suitable only for recovery of metal"
98170090,Specified unwrought metal and forms or articles of metal for remanufacture or for recovery of the metal content
98170092,"Books, music and pamphlets, in raised print, used exclusively by or for the blind"
98170094,"Braille tablets, cubarithms, and special apparatus, machines, presses, and types for use by or benefit exclusively of the blind"
98170096,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
98170098,"Articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons, nesoi"
98172205,"Rum, tafia, liqueurs and spirituous beverages, of subheading 2208.40 or 2208.90, and described in US note 6 to this subchapter"
98172901,"Photographic color couplers & cyclic organic chemical products, having an aromatic or mod. aromatic structure, used in the  mfg. of such"
98172902,Methanol (Methyl alcohol) produced from natural gas aboard a vessel on the high seas or in foreign waters
98175701,"Certain needle-craft display models, primarily hand stitched, of completed mass-produced kits (of certain specified headings)"
98176000,Articles not sale/distribution to the public: personal effect/equipment of foreign participant or official of international athletic events
98176101,"Articles of ski racing apparel which, are specially designed to protect against injuries from the sport of ski racing"
98176401,"Footwear, not heading 9021, for support/hold foot after illness, injury or operation, provided certain conditions are met"
98178201,Certain mounted tool and drill bit blanks of polycrystalline diamond & mounted tool blanks of polycrystalline diamond (of certain headings)
98178401,"Certain wheelbuilding, wheel-trueing, rimpunching, tire fitting and similar machines,  for use in the manufacture of wheels for bicycles"
98178501,"Prototypes to be used exclusively for development, testing, product evaluation, or quality control purposes"
98179501,Utilitarian articles of a kind used in the home in the performance of specific religious or cultural ritual celebrations for religious or cu
98179505,Utilitarian articles in the form of a three-dimensional representation of a symbol or motif clearly associated  with a specific holiday in t
98180001,"Any equipment or part purchased for, or repair parts used, or expense of repairs made to, a LASH (Lighter Aboard Ship) barge"
98180003,"Spare repair parts or materials which the owner or master of a vessel certifies are intended for use aboard a cargo vessel, etc."
98180005,"Spare parts necessarily installed before first entry into the U.S., upon first entry into the U.S. of each such spare part, etc."
98180007,"Other equipment or parts, upon first arrival in any port of the U.S. of any vessel described in U.S. note 1 to subch. XVIII of chap. 98"
98191103,AGOA goods: apparel articles of chapter 61/62 assembled one/more AGOA from fabric formed/cut or components knit-to-shape in US from US yarn or both
98191106,AGOA goods: apparel articles assembled one/more AGOA with US thread from US fabrics and cut in one/more AGOA from US yarns 
98191109,AGOA goods: apparel articles assembled one/more AGOA from AGOA fabric from US or AGOA yarn  described in US note 2 to subchapter
98191112,AGOA goods: apparel articles assembled one/more lesser developed AGOA described in US note 2 to subchapter entered til 09/30/25
98191115,"AGOA goods: sweaters, chief weight cashmere, knit-to-shape one/moreAGOA, classifiable in subheading 6110.12"
98191118,"AGOA goods: sweaters containing 50% or more by weight of wool measuring 21.5 micron in diameter or finer, knit-to-shape in one/more AGOA"
98191121,"AGOA goods: apparel articles cut/sewn/assembled in one/more AGOA and meet NAFTA rules of origin, regardless of fabric/yarn country of origin"
98191124,AGOA goods: apparel articles cut/sewn/assembled one/more AGOA from fabrics/yarn designated as fabrics/yarn in short supply in US
98191127,"AGOA goods: handloomed, handmade, folklore articles or ethnic printed fabrics, see US note 4 to subchapter"
98191130,AGOA goods: apparel articles sewn/assembled in one/more AGOA with US thread and any combination of certain cuttting or knit-to-shape operation
98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs
98201103,CBTPA goods: Apparel article of chapter 61/62 assembled one or more CBTPA country under certain conditions from fabrics formed and cut in US
98201106,CBTPA goods: Apparel articles cut in one or more CBTPA from US formed fabric of US formed yarn assembed in CBTPA with US yarn
98201109,CBTPA goods: Apparel article knit to shape/cut/assembled in one or more CBTPA from US or CBTPA formed fabric of US yarn under quota
98201112,"CBTPA goods: T-shirts, not underwear, made in one or more CBPTA from US yarn and subject to quota in US note 2(c) to subchapter"
98201115,"CBTPA goods: Bras of 6212.10, both cut and sewn or otherwise assembled in US or in one or more CBTPA country, subject to US note 2(d) quota"
98201118,"CBTPA goods: Knitted or crocheted apparel, cut and assembled in one or more CBTPA from US fabric of US yarn if assembly with US thread"
98201121,CBTPA goods: Textile luggage assembled in a CBPTA country from fabric cut in CBPTA from fabric formed in US of US yarn
98201124,CBTPA goods: Apparel articles both cut (or knit-to-shape)&sewn&otherwise assembled in one/more CBTPA meet NAFTA rules of origin
98201127,CBTPA goods: Apparel articles both cut (or knit-to-shape)&sewn&otherwise assembled in one/more CBTPA of fabric or yarn in short supply
98201130,"CBTPA goods: Handloomed, handmade or folklore textile and apparel goods, under terms of US note 4 to this subchapter"
98201133,CBTPA goods: Apparel articles sewn/assembled in CBTPA country with US thread & any combination of certain cutting or knit-to-shape operation
98204205,Haiti/DR goods: Apparel articles of heading 4202 in the HTSUS described in US note 6(l) imported from Haiti or the Dominican Republic
98206125,Haiti/DR goods: Apparel articles of chapter 61 in the HTSUS described in US note 6(c) imported from Haiti or the Dominican Republic
98206130,Haiti/DR goods: Apparel articles of chapter 61 in the HTSUS described in US note 6(e) imported from Haiti or the Dominican Republic
98206135,Haiti/DR goods: Apparel articles of chapter 61 in the HTSUS described in US note 6(j) imported from Haiti or the Dominican Republic
98206140,Haiti/DR goods: Apparel articles of chapter 61 or 62 in the HTSUS described in US note 6(k) imported from Haiti or the Dominican Republic
98206145,"Haiti/DR goods: Apparel articles described in US note 6(q) to this subchapter, imported directly from Haiti or Dominican Republic"
98206205,Haiti/DR goods: Apparel articles of chapter 62 in the HTSUS described in US note 6(h) imported from Haiti or the Dominican Republic
98206212,Haiti/DR goods:Brassiere in heading 6212.10 in the HTSUS described in US note 6(i) imported from Haiti or the Dominican Republic
98206220,Haiti/DR goods: Sleepwear  of chapter 62 in the HTSUS described in US note 6(n) imported from Haiti or the Dominican Republic
98206225,Haiti/DR goods: Apparel articles of chapter 62 in the HTSUS described in US note 6(o) imported from Haiti or the Dominican Republic
98206230,Haiti/DR goods: Apparel articles of chapter 62 in the HTSUS described in US note 6(p) imported from Haiti or the Dominican Republic
98206305,"Haiti/DR goods: Made-up articles described in US note 6(r) to this subchapter, imported directly from Haiti or Dominican Republic"
98206505,Haiti/DR goods: Articles of chapter 65 in the HTSUS described in US note 6(m) imported from Haiti or the Dominican Republic
98208544,Haiti goods: Ignition wiring sets & other wiring sets of Haiti of subheading 8544.30 entered under US note 6 to this subchapter
98220105,Goods eligible for temporary admission into the customs territory of the US under the terms of U.S. note 1(b) to this subchapter
98220110,"Vessels, regardless of origin, exported temporarily from the US and re-entered after undergoing repairs or alterations under US note 1(c)"
98220125,Apparel goods described in US note 2 to this subchapter and entered pursuant to its provisions
98220201,Chile goods: Certain sugar provisions within the quantitative limits in US note 3(b) to this subchapter
98220202,"Imports from Chile, in annual quantity not over 1,000,000 SME, of certain cotton and man-made fiber fabrics provided in US note 4(a) or (b)"
98220203,"Imports from Chile, in annual quantity not over 1,000,000 SME, of certain cotton and man-made fiber fabrics provided in US note 5"
98220301,Morocco goods: Certain sugar provisions within the quantitative limits in US note 6(b) to this subchapter
98220302,"MA textile/apparel goods up to 1,067,257 kilograms, subject to U.S. note 7"
98220401,"Goods of Australia, provided in 0201.10.50, 0201.20.80, 0201.30.80, 0202.10.50, 0202.20.80 or 0202.30.80, subject to quota in US note 8(b)"
98220402,"Goods of Australia, provided in 0201.10.50, 0201.20.80, 0201.30.80, 0202.10.50, 0202.20.80 or 0202.30.80, subject to provisions of US 8(c)"
98220403,"Goods of Australia, provided for in subheading 0201.10.50, 0201.20.80, 0201.30.80, 0202.10.50, 0202.20.80 or 0202.30.80, nesoi"
98220405,"Goods of Australia, provided for in subheading 0401.40.25, 0401.50.25, 0403.90.16 or 2105.00.20, subject to U.S. note 9"
98220410,"Goods of Australia, provided in certain butter subheadings, subject to the quantitative limits specified in U.S. note 10 to this subchapter"
98220415,"Goods of Australia, provided for in subheading 0402.10.50 or 0402.21.25, subject to the quantitative limits specified in U.S. note 11"
98220420,"Goods of Australia, provided in 0402.21.50, 0403.90.45, 0403.90.55, 0404.10.90, 2309.90.28 or 2309.90.48, subject to quota in US note 12"
98220425,"Goods of Australia, provided for in certain dairy subheadings, subject to the quantitative limits specified in US note 13 to this subchapter"
98220430,"Goods of Australia, provided for in subheading 0402.91.70, 0402.91.90, 0402.99.45 or 0402.99.55, subject to the quota limits in US note 14"
98220435,"Goods of Australia, provided in subheading 0406.10.08, 0406.10.88, 0406.20.91, 0406.30.91 or 0406.90.97, subject to the quota in US note 15"
98220440,"Goods of Australia, provided for certain European-type cheese subheadings, subject to the quota limits in US note 16 to this subchapter"
98220445,"Goods of Australia, provided in 0406.10.28/0406.20.33/0406.20.67/0406.30.28/0406.30.67/0406.90.12 or 0406.90.78, subject quota in US note 17"
98220450,"Goods of Australia, provided in 0406.10.38/0406.20.39/0406.20.71/0406.30.38/0406.30.71/0406.90.54/0406.90.84, subject quota in US note 18"
98220465,"Goods of Australia, provided for in subheading 0406.90.48, subject to the quantitative limits specified in U.S. note 19 to this subchapter"
98220501,DR-CAFTA member textile or apparel goods as described in U.S. note 20 to this subchapter
98220510,DR-CAFTA member textile and apparel goods of chapters 61 through 63 described in U.S. note 22 to this subchapter
98220511,Apparel goods of chapter 62 entered under note 21(b) to this subchapter
98220513,Apparel goods of chapter 62 entered under note 21(c) to this subchapter
98220515,"CR goods in subheadings 1701.12.10,1701.13.10, 1701.14.10, and like sugar containing articles subject to note 24 limits"
98220520,"DR-CAFTA goods as defined in note 23 in subheadings 1701.12.50, 1701.13,50, 1701.14.50 & like sugar containing articles subject to note 25 l"
98220525,"DR-CAFTA member hand-loomed, hand-made or folklore goods as described in note 26 to this subchapter"
98220530,Goods of subheading 6202.11.00 under the terms of chapter rules for Chapter 62 in General Note 29(n)
98220535,Goods of subheading 6203.31.90 under the terms of chapter rules for Chapter 62 in General Note 29(n)
98220540,Goods of subheading 6203.33.10 under the terms of chapter rules for Chapter 62 in General Note 29(n)
98220545,Goods of subheading 6203.41.18 under the terms of chapter rules for Chapter 62 in General Note 29(n)
98220550,Goods of subheading 6203.42.40 or 6204.62.40 under the terms of chapter rules for Chapter 62 in General Note 29(n)
98220555,Goods of subheading 6203.43.30 under the terms of chapter rules for Chapter 62 in General Note 29(n)
98220560,Goods of subheading 6203.12.20 (except goods for boys) under the terms of chapter rules for Chapter 62 in General Note 29(n)
98220565,Goods of subheading 6203.43.40 under the terms of chapter rules for Chapter 62 in General Note 29(n)
98220570,Goods of subheading 6204.63.35 under the terms of chapter rules for Chapter 62 in General Note 29(n)
98220605,Eligible apparel articles of Chapter 62 assembled in the Dominican Republic and imported directly under U.S. note 27 to this subchapter
98220610,"Goods of Peru in subheading 1701.13.50, and like sugar-containing articles"
98220615,Specialty sugars of Peru in subheadings 1701.13.10 and like sugar-containing articles
98220620,Textile or apparel goods of Peru described in U.S. note 29 to subchapter
98220625,Textile or apparel goods of Peru described in U.S. note 30 to subchapter
98220710,Korea goods in subheading 2402.20.10 described in US note 31 to this subchapter
98220715,Korea goods in subheading 2402.20.80 described in US note 31 to this subchapter
98220725,Korea goods in subheading 2402.20.90 described in US note 31 to this subchapter
98220801,Colombia sugar containing goods described in US note 32 to this subchapter
98220825,Colombia textile or apparel goods described in US note 33 to this subchapter
98220835,Colombia textile or apparel goods described in US note 34 to this subchapter
98220917,Panama sugar containing goods described in US note 35 to this subchapter
98220918,Panama goods in HTS 1701.13.50 or 1701.14.50 subject to the quantitative limits in US note 36 to this subchapter
98220920,Panama specialty sugar containing goods of US note 5 to chapter 17 subject to quantitative limits in US note 38 to this subchapter
98220922,"Panama goods in 2207.10.60 or 2207.20.00 of undenatured ethyl alcohol 80% or higher for fuel use, etc"
98220924,Panama goods of 2207.10.60 or 2207.20.00 of denatured ethyl alcohol for fuel use etc
98220926,Panama other goods of subheadings 2207.10.60 or 2207.20.00
98220961,Panama textile & apparel goods of C. 61 to 63 described in US note 39 to this subchapter
98220962,Panama textile & apparel goods of C. 61 to 63 described in US note 40 to this subchapter
98220963,Panama apparel goods described in US note 41 to this subchapter
98220965,Panama goods described in US note 42 to this subchapter
98220970,Panama textile & apparel goods of described in US note 43 to this subchapter
98230101,"USMCA goods: fluid cream, sour cream, ice cream and milk beverages of Mexico or USA"
98230102,"USMCA goods: fluid cream, sour cream, ice cream and milk beverages of Canada subject to quantitative limitations of note 1"
98230103,"USMCA goods: fluid cream, sour cream, ice cream and milk beverages of Canada provided for in 0401.40.25, over quota"
98230104,"USMCA goods: fluid cream, sour cream, ice cream and milk beverages of Canada provided for in 0401.50.25, over quota"
98230105,"USMCA goods: fluid cream, sour cream, ice cream and milk beverages of Canada provided for in 0403.90.16, over quota"
98230106,"USMCA goods: fluid cream, sour cream, ice cream and milk beverages of Canada provided for in 2105.00.20, over quota"
98230107,"USMCA goods: fluid cream, sour cream, ice cream and milk beverages of Canada provided for in 2202.99.28, over quota"
98230201,USMCA goods: skim milk powder of Mexico or USA
98230202,USMCA goods: skim milk powder of Canada subject to quantitative limitations of note 2
98230203,"USMCA goods: skim milk powder provided for in 0402.10.50, over quota"
98230204,"USMCA goods: skim milk powder provided for in 0402.21.25, over quota"
98230301,"USMCA goods: butter, cream and cream powder of Mexico or USA"
98230302,"USMCA goods: butter, cream and cream powder of Canada subject to quantitative limitations of note 3"
98230303,"USMCA goods: butter, cream and cream powder of Canada provided for in 0401.50.75, over quota"
98230304,"USMCA goods: butter, cream and cream powder of Canada provided for in 0402.21.90, over quota"
98230305,"USMCA goods: butter, cream and cream powder of Canada provided for in 0403.90.65, over quota"
98230306,"USMCA goods: butter, cream and cream powder of Canada provided for in 0403.90.78, over quota"
98230307,"USMCA goods: butter, cream and cream powder of Canada provided for in 0405.10.20, over quota"
98230308,"USMCA goods: butter, cream and cream powder of Canada provided for in 0405.20.30, over quota"
98230309,"USMCA goods: butter, cream and cream powder of Canada provided for in 0405.20.70, over quota"
98230310,"USMCA goods: butter, cream and cream powder of Canada provided for in 0405.90.20, over quota"
98230311,"USMCA goods: butter, cream and cream powder of Canada provided for in 2106.90.26, over quota"
98230312,"USMCA goods: butter, cream and cream powder of Canada provided for in 2106.90.36, over quota"
98230401,USMCA goods: cheese of Mexico or USA
98230402,USMCA goods: cheese of Canada subject to quantitative limitations of note 4
98230403,"USMCA goods: cheese of Canada provided for in 0406.10.08, over quota"
98230404,"USMCA goods: cheese of Canada provided for in 0406.10.18, over quota"
98230405,"USMCA goods: cheese of Canada provided for in 0406.10.28, over quota"
98230406,"USMCA goods: cheese of Canada provided for in 0406.10.38, over quota"
98230407,"USMCA goods: cheese of Canada provided for in 0406.10.48, over quota"
98230408,"USMCA goods: cheese of Canada provided for in 0406.10.58, over quota"
98230409,"USMCA goods: cheese of Canada provided for in 0406.10.68, over quota"
98230410,"USMCA goods: cheese of Canada provided for in 0406.10.78, over quota"
98230411,"USMCA goods: cheese of Canada provided for in 0406.10.88, over quota"
98230412,"USMCA goods: cheese of Canada provided for in 0406.20.28, over quota"
98230413,"USMCA goods: cheese of Canada provided for in 0406.20.33, over quota"
98230414,"USMCA goods: cheese of Canada provided for in 0406.20.39, over quota"
98230415,"USMCA goods: cheese of Canada provided for in 0406.20.48, over quota"
98230416,"USMCA goods: cheese of Canada provided for in 0406.20.53, over quota"
98230417,"USMCA goods: cheese of Canada provided for in 0406.20.63, over quota"
98230418,"USMCA goods: cheese of Canada provided for in 0406.20.67, over quota"
98230419,"USMCA goods: cheese of Canada provided for in 0406.20.71, over quota"
98230420,"USMCA goods: cheese of Canada provided for in 0406.20.75, over quota"
98230421,"USMCA goods: cheese of Canada provided for in 0406.20.79, over quota"
98230422,"USMCA goods: cheese of Canada provided for in 0406.20.83, over quota"
98230423,"USMCA goods: cheese of Canada provided for in 0406.20.87, over quota"
98230424,"USMCA goods: cheese of Canada provided for in 0406.20.91, over quota"
98230425,"USMCA goods: cheese of Canada provided for in 0406.30.18, over quota"
98230426,"USMCA goods: cheese of Canada provided for in 0406.30.28, over quota"
98230427,"USMCA goods: cheese of Canada provided for in 0406.30.38, over quota"
98230428,"USMCA goods: cheese of Canada provided for in 0406.30.48, over quota"
98230429,"USMCA goods: cheese of Canada provided for in 0406.30.53, over quota"
98230430,"USMCA goods: cheese of Canada provided for in 0406.30.63, over quota"
98230431,"USMCA goods: cheese of Canada provided for in 0406.30.67, over quota"
98230432,"USMCA goods: cheese of Canada provided for in 0406.30.71, over quota"
98230433,"USMCA goods: cheese of Canada provided for in 0406.30.75, over quota"
98230434,"USMCA goods: cheese of Canada provided for in 0406.30.79, over quota"
98230435,"USMCA goods: cheese of Canada provided for in 0406.30.83, over quota"
98230436,"USMCA goods: cheese of Canada provided for in 0406.30.87, over quota"
98230437,"USMCA goods: cheese of Canada provided for in 0406.30.91, over quota"
98230438,"USMCA goods: cheese of Canada provided for in 0406.40.70, over quota"
98230439,"USMCA goods: cheese of Canada provided for in 0406.90.12, over quota"
98230440,"USMCA goods: cheese of Canada provided for in 0406.90.18, over quota"
98230441,"USMCA goods: cheese of Canada provided for in 0406.90.32, over quota"
98230442,"USMCA goods: cheese of Canada provided for in 0406.90.37, over quota"
98230443,"USMCA goods: cheese of Canada provided for in 0406.90.42, over quota"
98230444,"USMCA goods: cheese of Canada provided for in 0406.90.48, over quota"
98230445,"USMCA goods: cheese of Canada provided for in 0406.90.54, over quota"
98230446,"USMCA goods: cheese of Canada provided for in 0406.90.68, over quota"
98230447,"USMCA goods: cheese of Canada provided for in 0406.90.74, over quota"
98230448,"USMCA goods: cheese of Canada provided for in 0406.90.78, over quota"
98230449,"USMCA goods: cheese of Canada provided for in 0406.90.84, over quota"
98230450,"USMCA goods: cheese of Canada provided for in 0406.90.88, over quota"
98230451,"USMCA goods: cheese of Canada provided for in 0406.90.92, over quota"
98230452,"USMCA goods: cheese of Canada provided for in 0406.90.94, over quota"
98230453,"USMCA goods: cheese of Canada provided for in 0406.90.97, over quota"
98230454,"USMCA goods: cheese of Canada provided for in 1901.90.36, over quota"
98230501,USMCA goods: whole milk powder of Mexico or of USA
98230502,USMCA goods: whole milk powder of Canada subject to the quantitative limitations of note 5
98230503,"USMCA goods: whole milk powder of Canada provided for in 0402.21.50, over quota"
98230504,"USMCA goods: whole milk powder of Canada provided for in 0402.29.50, over quota"
98230505,"USMCA goods: whole milk powder of Canada provided for in 2309.90.28, over quota"
98230506,"USMCA goods: whole milk powder of Canada provided for in 2309.90.48, over quota"
98230601,"USMCA goods: dried yogurt, sour cream, whey and products of milk constituency of Mexico or of USA"
98230602,"USMCA goods: dried yogurt, sour cream, whey and products of milk constituency of Canada subject to the quantitative limitations of note 6"
98230603,"USMCA goods: dried yogurt, sour cream, whey and products of milk constituency of Canada provided for in 0403.20.50, over quota"
98230604,"USMCA goods: dried yogurt, sour cream, whey and products of milk constituency of Canada provided for in 0403.90.45, over quota"
98230605,"USMCA goods: dried yogurt, sour cream, whey and products of milk constituency of Canada provided for in 0403.90.55, over quota"
98230606,"USMCA goods: dried yogurt, sour cream, whey and products of milk constituency of Canada provided for in 0403.90.95, over quota"
98230607,"USMCA goods: dried yogurt, sour cream, whey and products of milk constituency of Canada provided for in 0404.10.15, over quota"
98230608,"USMCA goods: dried yogurt, sour cream, whey and products of milk constituency of Canada provided for in 0404.10.90, over quota"
98230609,"USMCA goods: dried yogurt, sour cream, whey and products of milk constituency of Canada provided for in 0404.90.50, over quota"
98230701,USMCA goods: concentrated milk of Mexico or of USA
98230702,USMCA goods: concentrated milk of Canada subject to the quantitative limitations of note 7
98230703,"USMCA goods: concentrated milk of Canada provided for in 0402.91.70, over quota"
98230704,"USMCA goods: concentrated milk of Canada provided for in 0402.91.90, over quota"
98230705,"USMCA goods: concentrated milk of Canada provided for in 0402.99.45, over quota"
98230706,"USMCA goods: concentrated milk of Canada provided for in 0402.99.55, over quota"
98230707,"USMCA goods: concentrated milk of Canada provided for in 0402.99.90, over quota"
98230801,USMCA goods: other dairy products of Mexico or of USA
98230802,USMCA goods: other dairy products of Canada subject to the quantitative limitations of note 8
98230803,"USMCA goods: other dairy products of Canada provided for in 1517.90.60, over quota"
98230804,"USMCA goods: other dairy products of Canada provided for in 1704.90.58, over quota"
98230805,"USMCA goods: other dairy products of Canada provided for in 1806.20.26, over quota"
98230806,"USMCA goods: other dairy products of Canada provided for in 1806.20.28, over quota"
98230807,"USMCA goods: other dairy products of Canada provided for in 1806.20.36, over quota"
98230808,"USMCA goods: other dairy products of Canada provided for in 1806.20.38, over quota"
98230809,"USMCA goods: other dairy products of Canada provided for in 1806.20.82, over quota"
98230810,"USMCA goods: other dairy products of Canada provided for in 1806.20.83, over quota"
98230811,"USMCA goods: other dairy products of Canada provided for in 1806.20.87, over quota"
98230812,"USMCA goods: other dairy products of Canada provided for in 1806.20.89, over quota"
98230813,"USMCA goods: other dairy products of Canada provided for in 1806.32.06, over quota"
98230814,"USMCA goods: other dairy products of Canada provided for in 1806.32.08, over quota"
98230815,"USMCA goods: other dairy products of Canada provided for in 1806.32.16, over quota"
98230816,"USMCA goods: other dairy products of Canada provided for in 1806.32.18, over quota"
98230817,"USMCA goods: other dairy products of Canada provided for in 1806.32.70, over quota"
98230818,"USMCA goods: other dairy products of Canada provided for in 1806.32.80, over quota"
98230819,"USMCA goods: other dairy products of Canada provided for in 1806.90.08, over quota"
98230820,"USMCA goods: other dairy products of Canada provided for in 1806.90.10, over quota"
98230821,"USMCA goods: other dairy products of Canada provided for in 1806.90.18, over quota"
98230822,"USMCA goods: other dairy products of Canada provided for in 1806.90.20, over quota"
98230823,"USMCA goods: other dairy products of Canada provided for in 1806.90.28, over quota"
98230824,"USMCA goods: other dairy products of Canada provided for in 1806.90.30, over quota"
98230825,"USMCA goods: other dairy products of Canada provided for in 1901.10.16, over quota"
98230826,"USMCA goods: other dairy products of Canada provided for in 1901.10.26, over quota"
98230827,"USMCA goods: other dairy products of Canada provided for in 1901.10.36, over quota"
98230828,"USMCA goods: other dairy products of Canada provided for in 1901.10.44, over quota"
98230829,"USMCA goods: other dairy products of Canada provided for in 1901.10.56, over quota"
98230830,"USMCA goods: other dairy products of Canada provided for in 1901.10.66, over quota"
98230831,"USMCA goods: other dairy products of Canada provided for in 1901.20.15, over quota"
98230832,"USMCA goods: other dairy products of Canada provided for in 1901.20.50, over quota"
98230833,"USMCA goods: other dairy products of Canada provided for in 1901.90.62, over quota"
98230834,"USMCA goods: other dairy products of Canada provided for in 1901.90.65, over quota"
98230835,"USMCA goods: other dairy products of Canada provided for in 2105.00.40, over quota"
98230836,"USMCA goods: other dairy products of Canada provided for in 2106.90.09, over quota"
98230837,"USMCA goods: other dairy products of Canada provided for in 2106.90.66, over quota"
98230838,"USMCA goods: other dairy products of Canada provided for in 2106.90.87, over quota"
98230901,USMCA goods: sugar of Mexico or of USA
98230902,USMCA goods: sugar of Canada subject to the quantitative limitations specified of note 9
